序号,名称,申报类别,出版单位,运营单位,文号,出版物号,时间
446,酷跑乐翻天,移动-休闲益智,杭州乐港科技有限公司,北京摩丰科技有限公司,国新出审[2020]912号,ISBN 978-7-498-07655-7,2020/5/11
447,百球大师,移动-休闲益智,杭州群游科技有限公司,杭州圈外网络科技有限公司,国新出审[2020]911号,ISBN 978-7-498-07654-0,2020/5/11
448,别打植物,移动-休闲益智,华中科技大学电子音像出版社,武汉汇多互动信息技术有限公司,国新出审[2020]910号,ISBN 978-7-498-07653-3,2020/5/11
449,白鸟游乐园,移动-休闲益智,江苏凤凰电子音像出版社有限公司,江苏凤凰数字传媒有限公司,国新出审[2020]909号,ISBN 978-7-498-07652-6,2020/5/11
450,小魔灵消消之旅,移动-休闲益智,成都盈众九州网络科技有限公司,深圳市润谦科技有限公司,国新出审[2020]908号,ISBN 978-7-498-07651-9,2020/5/11
451,农场跑酷,移动-休闲益智,宁波东海岸电子音像出版社,杭州星帆广告传媒有限公司,国新出审[2020]907号,ISBN 978-7-498-07650-2,2020/5/11
452,小小勇者,移动-休闲益智,湖北省扬子江影音有限责任公司,深圳市良风网络科技有限公司,国新出审[2020]906号,ISBN 978-7-498-07695-3,2020/5/11
453,云顶滑雪公园,移动-休闲益智,上海同济大学电子音像出版社有限公司,上海富丘网络科技有限公司,国新出审[2020]905号,ISBN 978-7-498-07693-9,2020/5/11
454,阳光养猪场,移动-休闲益智,上海乐蜀网络科技股份有限公司,海南猫扑网络科技有限公司,国新出审[2020]904号,ISBN 978-7-498-07692-2,2020/5/11
455,繁荣美食市场物语,移动-休闲益智,上海空中宏电网络技术有限公司,深圳八班网络科技有限公司,国新出审[2020]903号,ISBN 978-7-498-07691-5,2020/5/11
456,合成小小镇,移动-休闲益智,厦门吉比特网络技术股份有限公司,吉游社（厦门）信息技术有限公司,国新出审[2020]902号,ISBN 978-7-498-07688-5,2020/5/11
457,全民象棋,移动-休闲益智,杭州紫府网络科技有限公司,南京莫邪网络科技有限公司,国新出审[2020]901号,ISBN 978-7-498-07682-3,2020/5/11
458,快乐童年之和平小镇,移动-休闲益智,湖南电子音像出版社有限责任公司,湖南有神软件科技有限公司,国新出审[2020]900号,ISBN 978-7-498-07680-9,2020/5/11
459,球球闯迷宫,移动-休闲益智,上海雪鲤鱼计算机科技有限公司,深圳市动能无线传媒有限公司,国新出审[2020]899号,ISBN 978-7-498-07678-6,2020/5/11
460,智度打地鼠,移动-休闲益智,杭州群游科技有限公司,杭州智度网络技术有限公司,国新出审[2020]898号,ISBN 978-7-498-07677-9,2020/5/11
461,彩色消除,移动-休闲益智,江苏凤凰电子音像出版社有限公司,南京建木网络科技有限公司,国新出审[2020]897号,ISBN 978-7-498-07675-5,2020/5/11
462,画境长恨歌,移动-休闲益智,深圳市腾讯计算机系统有限公司,深圳市腾讯计算机系统有限公司,国新出审[2020]896号,ISBN 978-7-498-07672-4,2020/5/11
463,开心萌消团,移动-休闲益智,广州盈正信息技术有限公司,上海愉玩信息科技有限公司,国新出审[2020]895号,ISBN 978-7-498-07670-0,2020/5/11
464,兵多多,移动-休闲益智,湖北省扬子江影音有限责任公司,武汉山骁科技有限公司,国新出审[2020]894号,ISBN 978-7-498-07668-7,2020/5/11
465,钢琴节奏师,移动-休闲益智,天津电子出版社有限公司,武汉指娱互动信息技术有限公司,国新出审[2020]893号,ISBN 978-7-498-07665-6,2020/5/11
466,萌宠对决,移动-休闲益智,华中科技大学电子音像出版社,北京艺相逢文化传播有限公司,国新出审[2020]892号,ISBN 978-7-498-07663-2,2020/5/11
467,月兔历险记,移动-休闲益智,厦门雷霆互动网络有限公司,深圳市火星人互动娱乐有限公司,国新出审[2020]891号,ISBN 978-7-498-07661-8,2020/5/11
468,街头赛车,移动,广州盈正信息技术有限公司,合肥乐攸信息科技有限公司,国新出审[2020]1107号,ISBN 978-7-498-07759-2,2020/5/28
469,青鸾繁华录,移动,合肥乐堂动漫信息技术有限公司,南京红豆信息技术有限公司,国新出审[2020]1106号,ISBN 978-7-498-07758-5,2020/5/28
470,只只大冒险,游戏机-Switch,华东师范大学电子音像出版社有限公司,上海纳原信息技术有限公司,国新出审[2020]1105号,ISBN 978-7-498-07757-8,2020/5/28
471,爱情公寓,移动,上海科学技术文献出版社有限公司,上海人人游戏科技发展股份有限公司,国新出审[2020]1104号,ISBN 978-7-498-07756-1,2020/5/28
472,疾风暴打,移动,上海同济大学电子音像出版社有限公司,广州杰霸网络科技有限公司,国新出审[2020]1103号,ISBN 978-7-498-07755-4,2020/5/28
473,漫斗纪元,移动,杭州紫府网络科技有限公司,北京牧游科技有限公司,国新出审[2020]1102号,ISBN 978-7-498-07754-7,2020/5/28
474,指尖决斗家,移动,成都盈众九州网络科技有限公司,厦门增铄网络科技有限公司,国新出审[2020]1101号,ISBN 978-7-498-07753-0,2020/5/28
475,画江湖之轨夜行,移动,北京中电电子出版社,北京联讯时空科技发展有限公司,国新出审[2020]1100号,ISBN 978-7-498-07752-3,2020/5/28
476,电竞传奇,游戏机-Switch,深圳中青宝互动网络股份有限公司,北京可梦科技有限公司,国新出审[2020]1099号,ISBN 978-7-498-07751-6,2020/5/28
477,剑网3指尖对弈,移动,成都西山居世游科技有限公司,武汉西山居世游科技有限公司,国新出审[2020]1098号,ISBN 978-7-498-07750-9,2020/5/28
478,酷跑冒险家,移动,广州四三九九信息科技有限公司,广州四三九九信息科技有限公司,国新出审[2020]1097号,ISBN 978-7-498-07749-3,2020/5/28
479,解神者,移动,杭州电魂网络科技股份有限公司,杭州电魂网络科技股份有限公司,国新出审[2020]1096号,ISBN 978-7-498-07748-6,2020/5/28
480,萌喵星球,移动,华中科技大学电子音像出版社,上海游卓网络科技有限公司,国新出审[2020]1095号,ISBN 978-7-498-07747-9,2020/5/28
481,机动战队大作战,移动,上海晨路信息科技股份有限公司,上海宇望信息科技有限公司,国新出审[2020]1094号,ISBN 978-7-498-07746-2,2020/5/28
482,中餐厅：东方味道,移动,江苏凤凰电子音像出版社有限公司,深圳市拇指游玩科技有限公司,国新出审[2020]1093号,ISBN 978-7-498-07744-8,2020/5/28
483,异星巡航机,游戏机-PS4,深圳中青宝互动网络股份有限公司,深圳时代首游互动科技有限公司,国新出审[2020]1092号,ISBN 978-7-498-07742-4,2020/5/28
484,剑指仙域,移动,北京初见科技有限公司,北京初见科技有限公司,国新出审[2020]1091号,ISBN 978-7-498-07739-4,2020/5/28
485,烽火群雄志,移动,上海同济大学电子音像出版社有限公司,上海优玩网络科技有限公司,国新出审[2020]1090号,ISBN 978-7-498-07737-0,2020/5/28
486,塔防精灵,移动,上海商国网络科技发展有限公司,上海商国网络科技发展有限公司,国新出审[2020]1089号,ISBN 978-7-498-07735-6,2020/5/28
487,平行轨迹,移动,成都盈众九州网络科技有限公司,上海冰雄网络科技有限公司,国新出审[2020]1088号,ISBN 978-7-498-07733-2,2020/5/28
488,原神,游戏机-PS4,华东师范大学电子音像出版社有限公司,上海米哈游天命科技有限公司,国新出审[2020]1087号,ISBN 978-7-498-07731-8,2020/5/28
489,那些需要守护的,移动,北京侠客行网络技术有限公司,北京昊宇上游信息科技有限公司,国新出审[2020]1086号,ISBN 978-7-498-07728-8,2020/5/28
490,元气众生录,移动,广州多益网络股份有限公司,广东利为网络科技有限公司,国新出审[2020]1085号,ISBN 978-7-498-07726-4,2020/5/28
491,独眼之王,移动,杭州哲信信息技术有限公司,绍兴天石网络科技有限公司,国新出审[2020]1084号,ISBN 978-7-498-07724-0,2020/5/28
492,零界之痕,移动,上海科学技术文献出版社有限公司,上海映雄体育文化有限公司,国新出审[2020]1083号,ISBN 978-7-498-07722-6,2020/5/28
493,空域,移动,方圆电子音像出版社有限责任公司,广州市溢熙信息科技有限公司,国新出审[2020]1082号,ISBN 978-7-498-07718-9,2020/5/28
494,奇遇农场,移动,天津电子出版社有限公司,北京智明星通科技股份有限公司,国新出审[2020]1081号,ISBN 978-7-498-07715-8,2020/5/28
495,百分之一,移动,华中科技大学电子音像出版社,成都五维互娱科技有限公司,国新出审[2020]1080号,ISBN 978-7-498-07713-4,2020/5/28
496,风暴奇兵,移动,深圳中青宝互动网络股份有限公司,深圳市星期天网络科技有限公司,国新出审[2020]1079号,ISBN 978-7-498-07711-0,2020/5/28
497,星界幻想,移动,上海同济大学电子音像出版社有限公司,上海子速网络科技有限公司,国新出审[2020]1078号,ISBN 978-7-498-07708-0,2020/5/28
498,一起连连看,移动-休闲益智,天津电子出版社有限公司,北京青柠互娱科技有限公司,国新出审[2020]1077号,ISBN 978-7-498-07745-5,2020/5/28
499,五子棋大对战,移动-休闲益智,炫彩互动网络科技有限公司,深圳市猎游科技有限公司,国新出审[2020]1076号,ISBN 978-7-498-07743-1,2020/5/28
500,小猪冲刺,移动-休闲益智,杭州群游科技有限公司,杭州圈外网络科技有限公司,国新出审[2020]1075号,ISBN 978-7-498-07741-7,2020/5/28
501,点击放置封神,移动-休闲益智,杭州边锋网络技术有限公司,上海锋兮网络科技有限公司,国新出审[2020]1074号,ISBN 978-7-498-07740-0,2020/5/28
502,狂野飞车手,移动-休闲益智,杭州乐港科技有限公司,北京摩丰科技有限公司,国新出审[2020]1073号,ISBN 978-7-498-07738-7,2020/5/28
503,街机打地鼠,移动-休闲益智,浙江省期刊总社有限公司,杭州玮星源科技有限公司,国新出审[2020]1072号,ISBN 978-7-498-07736-3,2020/5/28
504,迷你勇士,移动-休闲益智,湖北省扬子江影音有限责任公司,武汉哆咪互娱科技有限公司,国新出审[2020]1071号,ISBN 978-7-498-07734-9,2020/5/28
505,欢乐星消除,移动-休闲益智,炫彩互动网络科技有限公司,北京赛诺斯科技发展有限责任公司,国新出审[2020]1070号,ISBN 978-7-498-07732-5,2020/5/28
506,球球不要停,移动-休闲益智,上海空中宏电网络技术有限公司,深圳市火星网络有限公司,国新出审[2020]1069号,ISBN 978-7-498-07730-1,2020/5/28
507,天天打枪,移动-休闲益智,上海双盟网络科技有限公司,上海掌易网络科技有限公司,国新出审[2020]1068号,ISBN 978-7-498-07729-5,2020/5/28
508,小球跑跑,移动-休闲益智,上海大承网络技术有限公司,深圳八班网络科技有限公司,国新出审[2020]1067号,ISBN 978-7-498-07727-1,2020/5/28
509,来呀世界,移动-休闲益智,北京中娱在线网络科技有限公司,搜游网络科技（北京）有限公司,国新出审[2020]1066号,ISBN 978-7-498-07725-7,2020/5/28
510,决战保龄球,移动-休闲益智,四川数字出版传媒有限公司,成都嘉谊互娱科技有限公司,国新出审[2020]1065号,ISBN 978-7-498-07723-3,2020/5/28
511,小黑坚持住,移动-休闲益智,方圆电子音像出版社有限责任公司,河北索拓网络科技有限公司,国新出审[2020]1064号,ISBN 978-7-498-07721-9,2020/5/28
512,坦克向前冲,移动-休闲益智,吉林音像出版社有限责任公司,长春市佳游科技有限公司,国新出审[2020]1063号,ISBN 978-7-498-07720-2,2020/5/28
513,贪吃的手,移动-休闲益智,宁波东海岸电子音像出版社,武汉市多比特信息科技有限公司,国新出审[2020]1062号,ISBN 978-7-498-07719-6,2020/5/28
514,射击狂潮,移动-休闲益智,杭州哲信信息技术有限公司,杭州哲信信息技术有限公司,国新出审[2020]1061号,ISBN 978-7-498-07717-2,2020/5/28
515,司机大作战,移动-休闲益智,上海晨路信息科技股份有限公司,家乡互动（厦门）网络科技有限公司,国新出审[2020]1060号,ISBN 978-7-498-07716-5,2020/5/28
516,瞄不准的篮筐,移动-休闲益智,杭州烈焰网络技术有限公司,盐城昌兴科技有限公司,国新出审[2020]1059号,ISBN 978-7-498-07714-1,2020/5/28
517,台球高手,移动-休闲益智,广州菲音信息科技有限公司,深圳十方时空信息技术有限公司,国新出审[2020]1058号,ISBN 978-7-498-07712-7,2020/5/28
518,凹凸砖块,移动-休闲益智,上海东方明珠文化发展有限公司,上海东方明珠文化发展有限公司,国新出审[2020]1057号,ISBN 978-7-498-07710-3,2020/5/28
519,苍穹之战,移动-休闲益智,湖北省扬子江影音有限责任公司,武汉择天文化传媒有限公司,国新出审[2020]1056号,ISBN 978-7-498-07709-7,2020/5/28
520,指尖对对碰,移动-休闲益智,东方星空数字娱乐有限公司,苏州尚游网络科技有限公司,国新出审[2020]1055号,ISBN 978-7-498-07707-3,2020/5/28
521,一路,移动-休闲益智,上海科学技术文献出版社有限公司,上海领音文化传播有限公司,国新出审[2020]1054号,ISBN 978-7-498-07706-6,2020/5/28
522,开心餐厅,移动,上海科学技术文献出版社有限公司,北京开心人信息技术有限公司,国新出审[2020]1243号,ISBN 978-7-498-07814-8,2020/6/15
523,不思议的皇冠,游戏机-Switch,华东师范大学电子音像出版社有限公司,上海纳原信息技术有限公司,国新出审[2020]1242号,ISBN 978-7-498-07813-1,2020/6/15
524,破雪刃,移动,上海同济大学电子音像出版社有限公司,上海邦仲网络科技有限公司,国新出审[2020]1241号,ISBN 978-7-498-07812-4,2020/6/15
525,农场时光,移动,江苏凤凰电子音像出版社有限公司,北京发现角科技有限公司,国新出审[2020]1240号,ISBN 978-7-498-07811-7,2020/6/15
526,猫游记,移动,天津电子出版社有限公司,北京开元龙马科技有限公司,国新出审[2020]1239号,ISBN 978-7-498-07810-0,2020/6/15
527,全民攻城,移动,浙江省期刊总社有限公司,深圳市佳游科技有限公司,国新出审[2020]1238号,ISBN 978-7-498-07809-4,2020/6/15
528,空匣人型,移动,北京畅元国讯科技有限公司,上海幻电信息科技有限公司,国新出审[2020]1237号,ISBN 978-7-498-07808-7,2020/6/15
529,大搬砖物语,移动,杭州美盛游戏技术开发有限公司,北京冰狮科技有限公司,国新出审[2020]1236号,ISBN 978-7-498-07807-0,2020/6/15
530,妖怪名单之前世今生,移动,厦门大学电子出版社有限责任公司,广州米娅信息科技有限公司,国新出审[2020]1235号,ISBN 978-7-498-07806-3,2020/6/15
531,决战狙击战场,移动,上海晨路信息科技股份有限公司,北京移信互动科技有限公司,国新出审[2020]1234号,ISBN 978-7-498-07805-6,2020/6/15
532,超级精灵手表,移动,成都盈众九州网络科技有限公司,深圳墨冰科技有限公司,国新出审[2020]1233号,ISBN 978-7-498-07804-9,2020/6/15
533,白夜棋迹对决,移动,广州多益网络股份有限公司,成都利为网络科技有限公司,国新出审[2020]1232号,ISBN 978-7-498-07803-2,2020/6/15
534,上古之神,网页,三七互娱（上海）科技有限公司,上海硬通网络科技有限公司,国新出审[2020]1231号,ISBN 978-7-498-07815-5,2020/6/15
535,沉没世纪,移动,成都西山居世游科技有限公司,成都西山居世游科技有限公司,国新出审[2020]1229号,ISBN 978-7-498-07801-8,2020/6/15
536,两座城池,移动,天津电子出版社有限公司,青岛蓝飞互娱科技股份有限公司,国新出审[2020]1228号,ISBN 978-7-498-07800-1,2020/6/15
537,江湖悠悠,移动,上海电子出版有限公司,武汉网贤信息技术有限公司,国新出审[2020]1227号,ISBN 978-7-498-07799-8,2020/6/15
